emoji,name,name_emotion,name_emotion_vec
🧝🏻,elf: light skin tone,neutral,"[0.0058816708624362946, 0.0019124208483844995, 0.002386415610089898, 0.005531019065529108, 0.019043460488319397, 0.0010460792109370232, 0.002370283240452409, 0.0015652364818379283, 0.0011255505960434675, 0.003193987300619483, 0.0026757721789181232, 0.002674777526408434, 0.0007286060135811567, 0.002184153301641345, 0.0018623273354023695, 0.0010724783642217517, 0.0005358527996577322, 0.0018328034784644842, 0.0017382833175361156, 0.00038768822560086846, 0.0018406538292765617, 0.00046004969044588506, 0.006430914159864187, 0.00038410970591939986, 0.0004302602319512516, 0.00276325480081141, 0.0009694161708466709, 0.965949296951294]"
🧝🏼,elf: medium-light skin tone,neutral,"[0.006737091578543186, 0.001689676777459681, 0.0021726794075220823, 0.005469106137752533, 0.020672660320997238, 0.0010747781489044428, 0.0020074027124792337, 0.0012795901857316494, 0.0011078956304118037, 0.0033662079367786646, 0.002713796915486455, 0.002875125501304865, 0.0007490597781725228, 0.002045314060524106, 0.0019948871340602636, 0.001157586695626378, 0.000545143848285079, 0.0016789184883236885, 0.001713783829472959, 0.0004051502619404346, 0.001967302756384015, 0.0004919114871881902, 0.006933067459613085, 0.0004177358641754836, 0.0004562704998534173, 0.0028906799852848053, 0.0009527198853902519, 0.96357661485672]"
🧝🏽,elf: medium skin tone,neutral,"[0.006591188721358776, 0.0017626917688176036, 0.002227282151579857, 0.005271507892757654, 0.02027384750545025, 0.0011267638765275478, 0.0020935533102601767, 0.0013735657557845116, 0.0011468224693089724, 0.0032512613106518984, 0.0025745586026459932, 0.0026555198710411787, 0.0006885300390422344, 0.002183375181630254, 0.0019478646572679281, 0.0011499756947159767, 0.0005437867948785424, 0.0018739027436822653, 0.0018560605822131038, 0.0004108489374630153, 0.0018724031979218125, 0.0004823108029086143, 0.0063451179303228855, 0.0004142540565226227, 0.00042748713167384267, 0.0028992900624871254, 0.0009327151929028332, 0.9638237357139587]"
🧝🏾,elf: medium-dark skin tone,neutral,"[0.007076375186443329, 0.00167077814694494, 0.0019195106578990817, 0.004952669143676758, 0.025203436613082886, 0.0009756655199453235, 0.0019971642177551985, 0.001246928353793919, 0.0010826425859704614, 0.003269176697358489, 0.0024888620246201754, 0.002873008605092764, 0.000713648390956223, 0.002043288666754961, 0.001907062134705484, 0.0010627375449985266, 0.0005236409488134086, 0.0017153279623016715, 0.0018978880252689123, 0.0003868101630359888, 0.0019248310709372163, 0.0004972523311153054, 0.0077354032546281815, 0.0004252757935319096, 0.00043963376083411276, 0.002847579773515463, 0.0009239945793524384, 0.959701657295227]"
🧝🏿,elf: dark skin tone,neutral,"[0.00540571566671133, 0.0017559537664055824, 0.0022270469926297665, 0.005246710032224655, 0.02156202867627144, 0.0009800582192838192, 0.0024076150730252266, 0.0014263958437368274, 0.001032849308103323, 0.0030757675413042307, 0.002497396431863308, 0.002545853378251195, 0.0007211081101559103, 0.002016498241573572, 0.0018852672073990107, 0.0010690621566027403, 0.0005247701774351299, 0.001763093750923872, 0.0017375544412061572, 0.00038292838144116104, 0.0018619885668158531, 0.00045266805682331324, 0.00779754389077425, 0.0003942280600313097, 0.00042338157072663307, 0.0027016953099519014, 0.0009898244170472026, 0.9627170562744141]"
🧝‍♂️,man elf,neutral,"[0.006718093995004892, 0.0021248296834528446, 0.00281718117184937, 0.006660193204879761, 0.012901870533823967, 0.0011197862913832068, 0.00221147364936769, 0.0014570262283086777, 0.0012065281625837088, 0.0035259556025266647, 0.003159930696710944, 0.0026998163666576147, 0.0009053114918060601, 0.0030547974165529013, 0.0019035717705264688, 0.001473029493354261, 0.0005711692501790822, 0.0025661601684987545, 0.0014950692420825362, 0.00043427120544947684, 0.0017591479700058699, 0.000598483020439744, 0.005330275744199753, 0.0004709846689365804, 0.0004511587612796575, 0.002552821533754468, 0.001302744960412383, 0.96811842918396]"
🧝🏻‍♂️,man elf: light skin tone,neutral,"[0.007056334055960178, 0.0017862184904515743, 0.0017823262605816126, 0.004884949419647455, 0.023391958326101303, 0.000998114701360464, 0.0024122153408825397, 0.0014803395606577396, 0.0010627543088048697, 0.003168928436934948, 0.0027021474670618773, 0.0027825545985251665, 0.0007161405519582331, 0.0018418595427647233, 0.0016262781573459506, 0.0011428239522501826, 0.00046430176007561386, 0.0015075046103447676, 0.0017757033929228783, 0.0003425990289542824, 0.0020084218122065067, 0.0004520492802839726, 0.007560743950307369, 0.00038397422758862376, 0.00044230930507183075, 0.0022689385805279016, 0.0008718767785467207, 0.9638974666595459]"
🧝🏼‍♂️,man elf: medium-light skin tone,neutral,"[0.006799817085266113, 0.0016099326312541962, 0.0018863084260374308, 0.005207905545830727, 0.023521404713392258, 0.0010992535389959812, 0.002142959740012884, 0.0012749830493703485, 0.0010813407134264708, 0.0033011450432240963, 0.002840166911482811, 0.00293544284068048, 0.0007160566165111959, 0.0016792470123618841, 0.0017922403058037162, 0.0011381687363609672, 0.0004829848185181618, 0.0014185982290655375, 0.0017306189984083176, 0.0003708931035362184, 0.002079564845189452, 0.0004450698907021433, 0.007588745094835758, 0.0003966447548009455, 0.0004532543825916946, 0.0025211351457983255, 0.0008211213280446827, 0.9633693695068359]"
🧝🏽‍♂️,man elf: medium skin tone,neutral,"[0.007443312555551529, 0.0016992310993373394, 0.0018160796025767922, 0.004796204622834921, 0.023624815046787262, 0.001062302733771503, 0.002246509538963437, 0.0013806839706376195, 0.0011852759635075927, 0.003274490125477314, 0.0026578609831631184, 0.002886289730668068, 0.0006817635148763657, 0.0019215067150071263, 0.0017860662192106247, 0.0011948762694373727, 0.0004864447982981801, 0.0015699800569564104, 0.0019734972156584263, 0.00036256140447221696, 0.0020587584003806114, 0.00047067611012607813, 0.006949880626052618, 0.00039874526555649936, 0.00044100626837462187, 0.002463311655446887, 0.0008709178073331714, 0.9634281992912292]"
🧝🏾‍♂️,man elf: medium-dark skin tone,neutral,"[0.007188752759248018, 0.0015955696580931544, 0.0015430408529937267, 0.00448433356359601, 0.029695870354771614, 0.0010557541390880942, 0.0023592093493789434, 0.0013230679323896766, 0.001091495156288147, 0.003119120141491294, 0.0026181505527347326, 0.00286670308560133, 0.0006536706350743771, 0.0015183265786617994, 0.0016380652086809278, 0.0010975647019222379, 0.00045452103950083256, 0.0013352050445973873, 0.0020121377892792225, 0.000351654744008556, 0.0021347214933484793, 0.00042762552038766444, 0.00868094153702259, 0.0003984900831710547, 0.0004589236050378531, 0.002432825043797493, 0.0007401768816635013, 0.958376944065094]"
🧝🏿‍♂️,man elf: dark skin tone,neutral,"[0.00643772492185235, 0.0017235439736396074, 0.0017270153621211648, 0.004815452732145786, 0.02566227689385414, 0.0009840618586167693, 0.00270659988746047, 0.0015973859699442983, 0.00107304728589952, 0.0032165502198040485, 0.0024955631233751774, 0.002951158909127116, 0.0007492889417335391, 0.001707088784314692, 0.001703327288851142, 0.0010661828564479947, 0.00048216443974524736, 0.001419799868017435, 0.0019799419678747654, 0.00035096617648378015, 0.0020195278339087963, 0.00043588870903477073, 0.00874762050807476, 0.000384845829103142, 0.00046206728438846767, 0.0023943958804011345, 0.000911769806407392, 0.9618440866470337]"
🧝‍♀️,woman elf,neutral,"[0.008200985379517078, 0.0021220743656158447, 0.002250340534374118, 0.005772726144641638, 0.015539978630840778, 0.0010260287672281265, 0.0019491903949528933, 0.0012825258309021592, 0.0012463678140193224, 0.003721293294802308, 0.0031827876809984446, 0.0026715167332440615, 0.0008269759709946811, 0.003371704136952758, 0.0020395040046423674, 0.0013366517378017306, 0.0005625035264529288, 0.0029345080256462097, 0.001735640806145966, 0.00045384623808786273, 0.0016596207860857248, 0.0006473337416537106, 0.005847343243658543, 0.0005100257694721222, 0.0004105308325961232, 0.0026681646704673767, 0.0012390953488647938, 0.9659571051597595]"
🧝🏻‍♀️,woman elf: light skin tone,neutral,"[0.008109517395496368, 0.001734084915369749, 0.0015167241217568517, 0.0045303236693143845, 0.02888333611190319, 0.0009100547758862376, 0.002158284420147538, 0.0013333649840205908, 0.0009666409459896386, 0.0031530980486422777, 0.0026594186201691628, 0.002794435014948249, 0.0006979173049330711, 0.00174548604991287, 0.0015659498749300838, 0.0010927702533081174, 0.00043480138992890716, 0.0014630771474912763, 0.0017848346615210176, 0.000332006486132741, 0.0019613741897046566, 0.0004686846223194152, 0.00852327048778534, 0.000400012155296281, 0.00042212981497868896, 0.0021973848342895508, 0.0008338895277120173, 0.9588276743888855]"
🧝🏼‍♀️,woman elf: medium-light skin tone,neutral,"[0.0077212187461555, 0.0015451066428795457, 0.0015990501269698143, 0.004834773484617472, 0.029040563851594925, 0.0010261841816827655, 0.0019282317953184247, 0.0011464373674243689, 0.0009708405123092234, 0.003324410179629922, 0.002805538708344102, 0.0029892101883888245, 0.0007161875837482512, 0.0015320094535127282, 0.0017227178905159235, 0.0011297647142782807, 0.0004658014513552189, 0.0013680115807801485, 0.001740001142024994, 0.00036043586442247033, 0.002001799875870347, 0.00045938233961351216, 0.008814762346446514, 0.0004221348790451884, 0.00045145757030695677, 0.002513449639081955, 0.0007769205840304494, 0.9574162364006042]"
🧝🏽‍♀️,woman elf: medium skin tone,neutral,"[0.008987569250166416, 0.001701993984170258, 0.001608787220902741, 0.00443874578922987, 0.027940144762396812, 0.0009960689349099994, 0.0019455779111012816, 0.0012493429239839315, 0.0011077135568484664, 0.0032301992177963257, 0.002546122297644615, 0.0028226207941770554, 0.0006646503461524844, 0.0019666566513478756, 0.0016891523264348507, 0.0012075877748429775, 0.0004727349733002484, 0.0016681014094501734, 0.0020652194507420063, 0.00035297806607559323, 0.001990119693800807, 0.0005142671870999038, 0.007547937333583832, 0.0004291454388294369, 0.0004298824642319232, 0.002400545170530677, 0.0008673232514411211, 0.9595370888710022]"
🧝🏾‍♀️,woman elf: medium-dark skin tone,neutral,"[0.008420263417065144, 0.0015845568850636482, 0.0013365836348384619, 0.004167006351053715, 0.03609388694167137, 0.000977148418314755, 0.0020716979634016752, 0.0011881176615133882, 0.0009909415384754539, 0.0031022056937217712, 0.0025577316991984844, 0.0028386670164763927, 0.0006400204729288816, 0.001455663819797337, 0.0015537203289568424, 0.0011045539285987616, 0.0004365706699900329, 0.001349107944406569, 0.0020424476824700832, 0.00034172870800830424, 0.0020613777451217175, 0.000450549996457994, 0.00969318114221096, 0.0004245574527885765, 0.0004454932641237974, 0.002397856442257762, 0.0007144248229451478, 0.9515182971954346]"
🧝🏿‍♀️,woman elf: dark skin tone,neutral,"[0.0073927901685237885, 0.0017091931076720357, 0.0015472398372367024, 0.004729237873107195, 0.03157952427864075, 0.0009333671187050641, 0.0023054189514368773, 0.0013709202175959945, 0.0009971926920115948, 0.0032384940423071384, 0.0024165899958461523, 0.0030702599324285984, 0.0007367419311776757, 0.0015677923802286386, 0.0017160868737846613, 0.000998728210106492, 0.0004624463908839971, 0.0014055080246180296, 0.001926543889567256, 0.0003556557057891041, 0.0019619003869593143, 0.0004603306879289448, 0.009603342041373253, 0.00040829097270034254, 0.0004414201248437166, 0.002442391123622656, 0.0008253699634224176, 0.9564163088798523]"
🧞,genie,neutral,"[0.005751356016844511, 0.0026907850988209248, 0.002602322492748499, 0.00517217256128788, 0.014937715604901314, 0.001071047387085855, 0.002160876989364624, 0.0018443729495629668, 0.0016210759058594704, 0.0028302811551839113, 0.0018606819212436676, 0.0025763248559087515, 0.0007724259630776942, 0.005518121644854546, 0.0019440683536231518, 0.0008397662895731628, 0.0005857073701918125, 0.0035557816736400127, 0.0031898829620331526, 0.0004543969116639346, 0.0017470428720116615, 0.0006066964706405997, 0.006079400889575481, 0.0004481224459595978, 0.00039147018105722964, 0.0024115489795804024, 0.0017254796111956239, 0.9646307229995728]"
🧞‍♂️,man genie,neutral,"[0.0035398921463638544, 0.0026407535187900066, 0.004185555502772331, 0.007502310909330845, 0.008114800788462162, 0.001349409343674779, 0.0026451977901160717, 0.0020699556916952133, 0.0015751656610518694, 0.0035345458891242743, 0.0028876059222966433, 0.0029230702202767134, 0.0011068100575357676, 0.003939815331250429, 0.002549879252910614, 0.0013399432646110654, 0.0007354115950874984, 0.0028622825630009174, 0.0015827127499505877, 0.000564201851375401, 0.0018810933688655496, 0.0005235301214270294, 0.004760076757520437, 0.0004444201767910272, 0.0005430328892543912, 0.0031846093479543924, 0.0018734610639512539, 0.9694439172744751]"
🧞‍♀️,woman genie,neutral,"[0.0048644342459738255, 0.0024039449635893106, 0.00327176321297884, 0.006112569477409124, 0.009936095215380192, 0.0013104690006002784, 0.0027245318051427603, 0.0019266880117356777, 0.001629452221095562, 0.003800291335210204, 0.0027594103012233973, 0.002992824651300907, 0.0010933860903605819, 0.004374709911644459, 0.0028583069797605276, 0.0013366719940677285, 0.0008028803858906031, 0.003280721139162779, 0.001964464085176587, 0.0006130282999947667, 0.0018764917040243745, 0.0006256349151954055, 0.005604548379778862, 0.000516071799211204, 0.0005733567522838712, 0.003536924486979842, 0.001872160006314516, 0.9702978134155273]"
🧟,zombie,neutral,"[0.002376768970862031, 0.0026020442601293325, 0.0039971633814275265, 0.012660859152674675, 0.011790191754698753, 0.0010075954487547278, 0.0014746084343641996, 0.001198729034513235, 0.0015133267734199762, 0.004715369548648596, 0.003995641600340605, 0.0054144239984452724, 0.0014619296416640282, 0.0024835725780576468, 0.0039924620650708675, 0.0007099582580849528, 0.000746820995118469, 0.0017380209174007177, 0.0011424730764701962, 0.0006245768745429814, 0.0017807226395234466, 0.0004266220494173467, 0.007504114881157875, 0.00043347448809072375, 0.00044294854160398245, 0.004394751973450184, 0.0016257106326520443, 0.9604967832565308]"
🧟‍♂️,man zombie,neutral,"[0.003893342800438404, 0.0024782668333500624, 0.004690585192292929, 0.00970138143748045, 0.009810502640902996, 0.0011405895929783583, 0.0020489273592829704, 0.0015622139908373356, 0.0013577892677858472, 0.004152992740273476, 0.00340276095084846, 0.004211154766380787, 0.001317218062467873, 0.0029992552008479834, 0.003116523614153266, 0.0012210790300741792, 0.0007519935606978834, 0.002264072187244892, 0.0013075985480099916, 0.0005597834824584424, 0.0017347793327644467, 0.0005367588601075113, 0.005048884078860283, 0.00044094218173995614, 0.0005232018302194774, 0.003698335960507393, 0.0016020027687773108, 0.9676017761230469]"
🧟‍♀️,woman zombie,neutral,"[0.004393423441797495, 0.002517249435186386, 0.004231336060911417, 0.009429976344108582, 0.01143796369433403, 0.0009485055925324559, 0.001989861950278282, 0.0014563464792445302, 0.0013586326967924833, 0.004479757510125637, 0.003348373109474778, 0.005086620803922415, 0.0014196645934134722, 0.0030506053008139133, 0.004080638755112886, 0.0009646928519941866, 0.000785147596616298, 0.002279652515426278, 0.0013910498237237334, 0.0006187992403283715, 0.0015953743131831288, 0.0005676588625647128, 0.005998424720019102, 0.00045927506289444864, 0.00046391927753575146, 0.0039626844227313995, 0.0017179789720103145, 0.9647870063781738]"
🧌,troll,neutral,"[0.002163328230381012, 0.005536044016480446, 0.0037585387472063303, 0.014094038866460323, 0.010118952952325344, 0.00102226750459522, 0.0017267746152356267, 0.00100364675745368, 0.0008010944584384561, 0.0030821827240288258, 0.004168480634689331, 0.002633392810821533, 0.0009836489334702492, 0.0016404392663389444, 0.0012215070892125368, 0.0007349317311309278, 0.00032535797799937427, 0.0024132761172950268, 0.0007149526500143111, 0.0003335108049213886, 0.0016652714693918824, 0.00033675902523100376, 0.0044645401649177074, 0.000334514188580215, 0.00029786615050397813, 0.001880117692053318, 0.0007231374038383365, 0.9551556706428528]"
